0.0652  1
0.0819  0.8
0.0837  0.78
0.0858  -0.79
0.0893  0.8
0.1032  0.62
0.1047  0.59
0.1061  -0.6
0.1075  0.58
0.1166  -0.57
0.131   0.61
0.2335  0.56
