0.2671	1
0.3491	0.7
0.5075	0.55
0.5315	0.56
0.5349	0.54
0.5447	0.55
0.5708	0.85
0.5788	0.72
0.5849	0.7
0.6331	0.87
0.6403	0.69
0.6459	0.71
0.9367	0.68
1.471	0.7
1.775	0.55
