0.0811	0.7
0.2404	0.55
0.2644	0.56
0.2677	0.54
0.2776	0.55
0.3036	0.85
0.3116	0.72
0.3176	0.7
0.3659	0.87
0.3732	0.69
0.3787	0.71
0.6695	0.68
1.204	0.7
1.507	0.55
