0.0093	1
0.0125	0.8
0.0206	-0.75
0.022	0.74
0.0223	0.54
0.0276	0.6
0.0287	-0.59
0.0333	0.58
0.038	-0.6
0.0389	0.54
0.0429	0.52
0.0496	-0.5
0.0671	0.45
